user_id,age_group,device_type,input_mode,task_type,error_count,task_completion_time_sec,user_satisfaction_score,needs_assistance_flag
12102,45-60,Feature Phone,Voice,Make Payment,2,105,9,1
12103,18-30,Feature Phone,Haptic,Make Payment,0,35,3,0
12104,30-45,Smartwatch,Touch,Check Balance,4,96,5,1
12105,30-45,Feature Phone,Touch,Check Balance,2,29,2,0
12106,18-30,Smartwatch,Haptic,Check Balance,3,53,9,1
12107,60+,Feature Phone,Voice,Make Payment,3,74,8,1
12108,30-45,Smartwatch,Touch,Transfer Money,3,68,4,1
12109,45-60,Smartwatch,Touch,Make Payment,0,60,8,0
12110,18-30,Feature Phone,Voice,Transfer Money,0,11,4,0
12111,45-60,Feature Phone,Touch,Transfer Money,1,74,2,1
12112,60+,Feature Phone,Voice,Check Balance,0,39,9,0
12113,18-30,Feature Phone,Touch,Check Balance,2,93,2,1
12114,30-45,Smartphone,Touch,Check Balance,3,25,1,1
12115,45-60,Smartphone,Touch,Make Payment,4,51,1,1
12116,30-45,Smartwatch,Voice,Make Payment,3,64,3,1
12117,30-45,Smartwatch,Touch,Make Payment,2,116,7,1
12118,18-30,Smartphone,Touch,Check Balance,4,21,6,1
12119,45-60,Smartwatch,Touch,Check Balance,1,109,3,1
12120,60+,Feature Phone,Haptic,Transfer Money,0,94,5,1
12121,30-45,Smartwatch,Touch,Transfer Money,2,109,6,1
12122,18-30,Smartwatch,Touch,Check Balance,0,21,2,0
12123,18-30,Smartwatch,Voice,Make Payment,1,75,3,1
12124,60+,Smartphone,Voice,Check Balance,4,29,4,1
12125,18-30,Smartphone,Haptic,Make Payment,2,38,8,0
12126,30-45,Smartwatch,Voice,Check Balance,4,30,1,1
12127,18-30,Feature Phone,Voice,Check Balance,2,10,9,0
12128,45-60,Smartwatch,Voice,Transfer Money,1,14,1,0
12129,45-60,Smartphone,Haptic,Make Payment,1,85,3,1
12130,30-45,Feature Phone,Haptic,Make Payment,1,82,3,1
12131,45-60,Smartwatch,Touch,Check Balance,0,7,9,0
12132,60+,Smartphone,Touch,Transfer Money,3,63,3,1
12133,18-30,Feature Phone,Voice,Check Balance,4,116,3,1
12134,30-45,Smartwatch,Touch,Check Balance,2,84,2,1
12135,60+,Smartphone,Touch,Make Payment,4,73,4,1
12136,18-30,Feature Phone,Haptic,Check Balance,3,52,8,1
12137,60+,Smartwatch,Haptic,Transfer Money,0,27,6,0
12138,30-45,Feature Phone,Touch,Check Balance,0,95,1,1
12139,30-45,Feature Phone,Touch,Transfer Money,3,9,5,1
12140,60+,Feature Phone,Touch,Make Payment,2,60,8,0
12141,18-30,Smartphone,Voice,Make Payment,3,105,1,1
12142,45-60,Smartwatch,Haptic,Check Balance,0,42,6,0
12143,45-60,Feature Phone,Touch,Transfer Money,0,86,7,1
12144,60+,Feature Phone,Touch,Make Payment,4,80,5,1
12145,30-45,Feature Phone,Voice,Transfer Money,2,89,4,1
12146,18-30,Smartphone,Haptic,Make Payment,2,11,7,0
12147,18-30,Feature Phone,Voice,Make Payment,0,21,9,0
12148,30-45,Smartphone,Voice,Transfer Money,3,110,4,1
12149,45-60,Smartphone,Touch,Transfer Money,0,13,3,0
12150,18-30,Feature Phone,Voice,Transfer Money,4,109,4,1
12151,60+,Feature Phone,Voice,Make Payment,3,92,5,1
12152,45-60,Smartphone,Touch,Transfer Money,0,79,9,1
12153,60+,Smartphone,Haptic,Check Balance,2,93,1,1
12154,45-60,Feature Phone,Touch,Transfer Money,4,50,9,1
12155,30-45,Smartphone,Haptic,Make Payment,0,41,9,0
12156,60+,Smartphone,Voice,Transfer Money,0,11,8,0
12157,60+,Feature Phone,Voice,Transfer Money,1,21,8,0
12158,30-45,Feature Phone,Touch,Transfer Money,3,45,8,1
12159,60+,Smartwatch,Touch,Check Balance,1,68,4,1
12160,45-60,Feature Phone,Touch,Make Payment,2,87,7,1
12161,18-30,Feature Phone,Voice,Check Balance,3,61,2,1
12162,18-30,Feature Phone,Voice,Check Balance,4,89,3,1
12163,30-45,Smartwatch,Haptic,Make Payment,3,49,8,1
12164,45-60,Smartphone,Touch,Make Payment,0,77,4,1
12165,60+,Feature Phone,Voice,Transfer Money,0,113,6,1
12166,60+,Feature Phone,Haptic,Make Payment,0,114,8,1
12167,18-30,Smartwatch,Touch,Transfer Money,3,12,8,1
12168,60+,Smartwatch,Touch,Check Balance,0,114,5,1
12169,18-30,Smartwatch,Haptic,Transfer Money,0,113,7,1
12170,30-45,Smartphone,Haptic,Make Payment,1,95,1,1
12171,60+,Smartwatch,Haptic,Transfer Money,0,91,5,1
12172,45-60,Smartphone,Voice,Check Balance,1,14,3,0
12173,60+,Feature Phone,Touch,Make Payment,2,58,4,0
12174,18-30,Feature Phone,Touch,Make Payment,3,70,1,1
12175,30-45,Feature Phone,Haptic,Transfer Money,1,48,1,0
12176,18-30,Smartwatch,Voice,Transfer Money,3,52,3,1
12177,60+,Feature Phone,Haptic,Transfer Money,3,75,4,1
12178,18-30,Smartwatch,Voice,Check Balance,4,6,3,1
12179,18-30,Smartphone,Touch,Check Balance,1,84,2,1
12180,30-45,Feature Phone,Touch,Make Payment,0,10,7,0
12181,45-60,Smartphone,Voice,Make Payment,4,84,9,1
12182,60+,Smartwatch,Touch,Check Balance,1,93,3,1
12183,30-45,Smartwatch,Touch,Transfer Money,1,49,9,0
12184,45-60,Feature Phone,Haptic,Transfer Money,2,14,8,0
12185,18-30,Feature Phone,Voice,Check Balance,0,13,5,0
12186,45-60,Smartwatch,Touch,Transfer Money,2,100,6,1
12187,18-30,Feature Phone,Touch,Check Balance,3,36,1,1
12188,18-30,Feature Phone,Voice,Transfer Money,0,6,6,0
12189,30-45,Smartphone,Touch,Transfer Money,2,25,9,0
12190,18-30,Smartwatch,Voice,Make Payment,2,116,7,1
12191,30-45,Smartphone,Voice,Transfer Money,0,7,9,0
12192,45-60,Feature Phone,Haptic,Transfer Money,1,102,5,1
12193,45-60,Smartphone,Voice,Check Balance,3,97,5,1
12194,18-30,Smartwatch,Haptic,Check Balance,4,110,5,1
12195,30-45,Smartphone,Touch,Check Balance,4,88,6,1
12196,18-30,Smartphone,Voice,Check Balance,4,27,4,1
12197,30-45,Feature Phone,Haptic,Transfer Money,3,41,9,1
12198,30-45,Smartwatch,Voice,Check Balance,0,76,7,1
12199,30-45,Feature Phone,Touch,Make Payment,0,112,3,1
12200,45-60,Feature Phone,Haptic,Check Balance,0,40,7,0
12201,30-45,Smartwatch,Haptic,Transfer Money,4,18,3,1
12202,45-60,Smartphone,Haptic,Make Payment,1,91,3,1
12203,30-45,Feature Phone,Touch,Transfer Money,2,95,4,1
12204,45-60,Smartphone,Haptic,Make Payment,4,19,2,1
12205,60+,Smartwatch,Touch,Make Payment,3,39,8,1
12206,45-60,Feature Phone,Touch,Make Payment,0,26,1,0
12207,45-60,Smartphone,Voice,Transfer Money,2,51,1,0
12208,18-30,Smartphone,Touch,Make Payment,0,40,1,0
12209,30-45,Feature Phone,Haptic,Transfer Money,0,19,4,0
12210,60+,Smartwatch,Haptic,Make Payment,0,100,1,1
12211,18-30,Smartphone,Touch,Check Balance,1,109,3,1
12212,30-45,Smartwatch,Touch,Check Balance,2,86,7,1
12213,60+,Feature Phone,Voice,Make Payment,4,62,3,1
12214,60+,Smartphone,Voice,Make Payment,1,113,2,1
12215,60+,Smartphone,Haptic,Check Balance,3,35,6,1
12216,30-45,Smartphone,Touch,Check Balance,3,45,8,1
12217,60+,Smartwatch,Haptic,Transfer Money,4,104,4,1
12218,60+,Smartphone,Touch,Check Balance,2,93,4,1
12219,18-30,Smartphone,Haptic,Transfer Money,4,113,2,1
12220,45-60,Feature Phone,Haptic,Make Payment,1,78,5,1
12221,30-45,Smartphone,Haptic,Transfer Money,2,108,8,1
12222,45-60,Smartwatch,Touch,Make Payment,3,82,1,1
12223,18-30,Feature Phone,Voice,Transfer Money,2,116,2,1
12224,45-60,Feature Phone,Voice,Transfer Money,2,30,1,0
12225,60+,Smartphone,Touch,Transfer Money,2,87,4,1
12226,60+,Feature Phone,Voice,Make Payment,4,34,7,1
12227,30-45,Smartphone,Haptic,Make Payment,0,107,3,1
12228,30-45,Feature Phone,Touch,Transfer Money,1,16,8,0
12229,30-45,Smartwatch,Touch,Make Payment,2,35,6,0
12230,18-30,Smartphone,Voice,Transfer Money,2,113,2,1
12231,30-45,Smartwatch,Voice,Make Payment,4,115,9,1
12232,18-30,Smartphone,Haptic,Transfer Money,1,115,9,1
12233,60+,Smartwatch,Touch,Check Balance,1,86,7,1
12234,45-60,Smartwatch,Voice,Check Balance,3,6,8,1
12235,60+,Feature Phone,Touch,Transfer Money,1,82,1,1
12236,60+,Smartphone,Haptic,Make Payment,1,24,6,0
12237,60+,Feature Phone,Haptic,Transfer Money,2,62,9,1
12238,30-45,Smartwatch,Haptic,Check Balance,0,107,6,1
12239,30-45,Smartphone,Touch,Check Balance,2,24,3,0
12240,30-45,Smartwatch,Touch,Transfer Money,4,38,2,1
12241,45-60,Smartwatch,Touch,Check Balance,1,64,8,1
12242,30-45,Smartwatch,Touch,Transfer Money,0,38,4,0
12243,18-30,Smartwatch,Touch,Check Balance,2,41,1,0
12244,60+,Feature Phone,Haptic,Make Payment,3,71,8,1
12245,45-60,Smartwatch,Haptic,Make Payment,4,103,1,1
12246,45-60,Feature Phone,Haptic,Make Payment,4,101,2,1
12247,45-60,Smartwatch,Voice,Transfer Money,4,23,1,1
12248,45-60,Smartphone,Haptic,Transfer Money,2,99,8,1
12249,45-60,Smartwatch,Touch,Make Payment,0,56,3,0
12250,18-30,Smartwatch,Haptic,Make Payment,0,48,9,0
12251,60+,Smartphone,Voice,Make Payment,1,90,7,1
12252,45-60,Smartphone,Voice,Check Balance,0,31,6,0
12253,60+,Smartwatch,Voice,Make Payment,3,42,6,1
12254,30-45,Smartwatch,Voice,Check Balance,4,96,1,1
12255,45-60,Feature Phone,Voice,Make Payment,2,25,8,0
12256,45-60,Smartphone,Touch,Transfer Money,4,88,3,1
12257,60+,Smartphone,Haptic,Make Payment,4,42,3,1
12258,45-60,Feature Phone,Touch,Check Balance,3,17,3,1
12259,45-60,Smartwatch,Touch,Make Payment,4,97,9,1
12260,45-60,Smartwatch,Voice,Check Balance,4,25,5,1
12261,18-30,Smartphone,Haptic,Make Payment,3,46,2,1
12262,18-30,Feature Phone,Haptic,Check Balance,3,101,4,1
12263,45-60,Smartwatch,Haptic,Check Balance,0,100,7,1
12264,18-30,Smartphone,Voice,Make Payment,4,52,1,1
12265,30-45,Smartwatch,Touch,Make Payment,1,50,2,0
12266,45-60,Smartwatch,Haptic,Transfer Money,1,96,8,1
12267,30-45,Smartwatch,Touch,Transfer Money,1,118,8,1
12268,60+,Smartphone,Haptic,Transfer Money,3,82,3,1
12269,30-45,Feature Phone,Haptic,Check Balance,4,61,5,1
12270,60+,Feature Phone,Haptic,Check Balance,0,110,8,1
12271,45-60,Smartwatch,Haptic,Transfer Money,4,56,9,1
12272,60+,Feature Phone,Voice,Transfer Money,1,26,2,0
12273,60+,Smartwatch,Voice,Make Payment,2,105,8,1
12274,30-45,Smartphone,Touch,Transfer Money,1,102,3,1
12275,30-45,Smartphone,Voice,Check Balance,3,21,9,1
12276,30-45,Smartphone,Haptic,Make Payment,4,101,5,1
12277,45-60,Smartwatch,Touch,Transfer Money,3,101,5,1
12278,45-60,Feature Phone,Touch,Transfer Money,0,106,4,1
12279,30-45,Smartphone,Touch,Transfer Money,4,30,8,1
12280,45-60,Smartwatch,Haptic,Make Payment,4,43,1,1
12281,45-60,Feature Phone,Haptic,Make Payment,4,75,6,1
12282,60+,Feature Phone,Touch,Make Payment,2,67,7,1
12283,60+,Feature Phone,Voice,Transfer Money,4,93,8,1
12284,30-45,Smartwatch,Haptic,Make Payment,2,116,4,1
12285,45-60,Smartwatch,Haptic,Make Payment,4,55,9,1
12286,60+,Smartwatch,Voice,Make Payment,1,34,3,0
12287,18-30,Smartphone,Touch,Make Payment,0,45,8,0
12288,45-60,Smartwatch,Voice,Check Balance,4,37,5,1
12289,18-30,Smartphone,Haptic,Transfer Money,3,54,5,1
12290,30-45,Smartphone,Touch,Make Payment,1,67,7,1
12291,45-60,Smartphone,Touch,Check Balance,3,43,5,1
12292,30-45,Smartwatch,Voice,Check Balance,3,32,7,1
12293,30-45,Smartphone,Haptic,Transfer Money,2,22,9,0
12294,30-45,Smartwatch,Haptic,Transfer Money,0,78,5,1
12295,30-45,Smartwatch,Touch,Make Payment,3,63,2,1
12296,30-45,Smartphone,Haptic,Transfer Money,1,70,6,1
12297,45-60,Smartphone,Touch,Transfer Money,0,111,9,1
12298,18-30,Smartphone,Touch,Transfer Money,1,118,9,1
12299,45-60,Smartwatch,Touch,Transfer Money,3,47,5,1
12300,45-60,Smartwatch,Haptic,Make Payment,0,82,2,1
12301,45-60,Smartphone,Voice,Check Balance,4,17,6,1
12302,60+,Smartphone,Touch,Transfer Money,3,5,4,1
12303,60+,Feature Phone,Voice,Check Balance,3,36,4,1
12304,45-60,Smartphone,Voice,Check Balance,2,93,3,1
12305,18-30,Feature Phone,Voice,Check Balance,1,14,1,0
12306,45-60,Feature Phone,Voice,Transfer Money,4,19,9,1
12307,30-45,Smartwatch,Voice,Transfer Money,0,119,6,1
12308,60+,Smartwatch,Touch,Make Payment,3,97,3,1
12309,60+,Feature Phone,Haptic,Transfer Money,3,21,1,1
12310,45-60,Feature Phone,Voice,Transfer Money,4,67,6,1
12311,45-60,Smartphone,Haptic,Transfer Money,3,110,4,1
12312,18-30,Feature Phone,Haptic,Check Balance,1,58,1,0
12313,18-30,Smartphone,Touch,Make Payment,0,108,4,1
12314,30-45,Smartwatch,Voice,Check Balance,4,27,2,1
12315,45-60,Smartphone,Haptic,Make Payment,4,75,3,1
12316,45-60,Smartwatch,Haptic,Transfer Money,2,54,7,0
12317,45-60,Feature Phone,Voice,Transfer Money,0,63,7,1
12318,60+,Feature Phone,Touch,Check Balance,4,40,5,1
12319,30-45,Feature Phone,Touch,Check Balance,3,10,2,1
12320,18-30,Smartphone,Voice,Check Balance,0,70,9,1
12321,60+,Smartwatch,Haptic,Make Payment,1,113,9,1
12322,60+,Smartwatch,Touch,Check Balance,4,36,9,1
12323,60+,Smartwatch,Touch,Transfer Money,1,57,6,0
12324,60+,Smartwatch,Haptic,Make Payment,4,112,1,1
12325,30-45,Smartwatch,Haptic,Make Payment,3,73,6,1
12326,45-60,Smartphone,Haptic,Transfer Money,2,87,8,1
12327,18-30,Smartwatch,Haptic,Check Balance,3,6,4,1
12328,18-30,Feature Phone,Voice,Check Balance,1,47,6,0
12329,60+,Smartwatch,Haptic,Transfer Money,0,91,8,1
12330,60+,Feature Phone,Touch,Transfer Money,1,44,6,0
12331,30-45,Smartphone,Haptic,Transfer Money,2,72,4,1
12332,60+,Smartphone,Haptic,Transfer Money,4,8,7,1
12333,18-30,Feature Phone,Voice,Make Payment,4,79,5,1
12334,18-30,Smartwatch,Voice,Make Payment,1,50,1,0
12335,45-60,Smartphone,Haptic,Check Balance,0,109,3,1
12336,45-60,Smartphone,Voice,Make Payment,4,24,3,1
12337,18-30,Smartphone,Voice,Make Payment,4,18,1,1
12338,18-30,Smartwatch,Voice,Make Payment,2,103,4,1
12339,30-45,Feature Phone,Voice,Transfer Money,2,113,2,1
12340,30-45,Feature Phone,Haptic,Make Payment,0,18,1,0
12341,18-30,Smartwatch,Voice,Check Balance,4,53,6,1
12342,60+,Smartphone,Voice,Make Payment,3,7,7,1
12343,45-60,Smartwatch,Touch,Transfer Money,1,83,4,1
12344,18-30,Smartwatch,Haptic,Make Payment,4,25,5,1
12345,60+,Feature Phone,Voice,Check Balance,1,65,9,1
12346,18-30,Smartwatch,Touch,Make Payment,4,6,8,1
12347,45-60,Smartwatch,Voice,Check Balance,2,25,2,0
12348,45-60,Smartphone,Haptic,Transfer Money,0,14,3,0
12349,30-45,Smartphone,Touch,Check Balance,3,95,9,1
12350,30-45,Feature Phone,Touch,Check Balance,2,115,5,1
12351,30-45,Smartphone,Haptic,Transfer Money,0,23,1,0
12352,30-45,Smartwatch,Touch,Check Balance,2,57,9,0
12353,45-60,Smartwatch,Touch,Make Payment,1,80,8,1
12354,60+,Smartwatch,Voice,Make Payment,4,53,7,1
12355,60+,Feature Phone,Touch,Check Balance,2,84,7,1
12356,60+,Smartphone,Haptic,Make Payment,0,12,8,0
12357,18-30,Smartwatch,Voice,Make Payment,4,61,4,1
12358,30-45,Smartphone,Touch,Transfer Money,1,105,7,1
12359,30-45,Smartphone,Voice,Check Balance,1,93,8,1
12360,45-60,Smartphone,Haptic,Make Payment,3,28,3,1
12361,45-60,Smartphone,Touch,Check Balance,4,51,2,1
12362,18-30,Feature Phone,Haptic,Check Balance,1,108,2,1
12363,18-30,Feature Phone,Haptic,Make Payment,2,86,7,1
12364,60+,Feature Phone,Touch,Transfer Money,1,25,9,0
12365,45-60,Smartwatch,Touch,Transfer Money,1,12,8,0
12366,30-45,Smartwatch,Voice,Check Balance,1,23,7,0
12367,60+,Smartwatch,Haptic,Transfer Money,3,117,9,1
12368,30-45,Feature Phone,Touch,Make Payment,0,34,4,0
12369,60+,Smartphone,Haptic,Make Payment,1,95,7,1
12370,30-45,Feature Phone,Touch,Transfer Money,0,104,5,1
12371,18-30,Smartwatch,Haptic,Transfer Money,4,104,1,1
12372,60+,Smartwatch,Voice,Check Balance,0,30,4,0
12373,30-45,Smartphone,Haptic,Transfer Money,4,24,1,1
12374,30-45,Feature Phone,Touch,Check Balance,3,109,1,1
12375,45-60,Smartphone,Voice,Make Payment,4,82,7,1
12376,60+,Feature Phone,Voice,Transfer Money,4,101,3,1
12377,30-45,Smartwatch,Touch,Check Balance,2,77,9,1
12378,45-60,Smartphone,Voice,Check Balance,3,91,7,1
12379,30-45,Smartphone,Haptic,Check Balance,1,49,6,0
12380,60+,Feature Phone,Haptic,Check Balance,3,68,2,1
12381,18-30,Feature Phone,Touch,Make Payment,2,34,5,0
12382,60+,Feature Phone,Haptic,Transfer Money,4,57,8,1
12383,60+,Smartwatch,Touch,Check Balance,3,54,4,1
12384,30-45,Feature Phone,Voice,Transfer Money,2,66,8,1
12385,30-45,Smartwatch,Haptic,Transfer Money,1,46,9,0
12386,60+,Feature Phone,Touch,Make Payment,4,32,8,1
12387,45-60,Feature Phone,Haptic,Transfer Money,3,62,6,1
12388,45-60,Smartwatch,Voice,Make Payment,3,35,2,1
12389,45-60,Feature Phone,Voice,Make Payment,4,94,8,1
12390,30-45,Smartwatch,Haptic,Check Balance,3,104,4,1
12391,30-45,Smartwatch,Voice,Make Payment,4,63,1,1
12392,60+,Feature Phone,Touch,Check Balance,2,115,5,1
12393,18-30,Feature Phone,Haptic,Make Payment,4,104,3,1
12394,30-45,Smartphone,Haptic,Make Payment,1,79,3,1
12395,60+,Feature Phone,Voice,Transfer Money,4,16,7,1
12396,60+,Smartphone,Touch,Check Balance,3,49,1,1
12397,18-30,Feature Phone,Haptic,Transfer Money,4,70,3,1
12398,45-60,Smartwatch,Haptic,Make Payment,4,108,6,1
12399,60+,Smartwatch,Voice,Check Balance,4,72,8,1
12400,60+,Smartphone,Voice,Make Payment,1,36,6,0
12401,60+,Feature Phone,Touch,Make Payment,1,45,4,0
12402,45-60,Smartphone,Touch,Transfer Money,3,102,8,1
12403,45-60,Feature Phone,Voice,Check Balance,3,59,5,1
12404,18-30,Feature Phone,Touch,Check Balance,4,73,6,1
12405,30-45,Smartwatch,Voice,Check Balance,0,9,1,0
12406,45-60,Smartphone,Haptic,Make Payment,2,67,4,1
12407,30-45,Smartwatch,Voice,Check Balance,4,8,4,1
12408,30-45,Smartwatch,Voice,Make Payment,2,119,5,1
12409,45-60,Smartwatch,Voice,Make Payment,1,45,1,0
12410,60+,Smartphone,Haptic,Make Payment,3,16,4,1
12411,18-30,Feature Phone,Touch,Check Balance,0,103,7,1
12412,30-45,Feature Phone,Touch,Transfer Money,3,41,6,1
12413,60+,Smartphone,Touch,Make Payment,1,102,5,1
12414,45-60,Feature Phone,Voice,Transfer Money,4,59,1,1
12415,30-45,Smartphone,Voice,Check Balance,1,49,8,0
12416,30-45,Smartphone,Touch,Check Balance,0,32,5,0
12417,30-45,Feature Phone,Haptic,Check Balance,4,63,8,1
12418,60+,Smartwatch,Haptic,Check Balance,4,11,6,1
12419,60+,Smartphone,Haptic,Check Balance,0,64,7,1
12420,60+,Smartphone,Haptic,Transfer Money,3,57,1,1
12421,30-45,Smartphone,Voice,Check Balance,4,44,6,1
12422,30-45,Smartphone,Touch,Check Balance,3,56,3,1
12423,18-30,Feature Phone,Haptic,Check Balance,2,15,3,0
12424,18-30,Feature Phone,Voice,Check Balance,0,112,3,1
12425,60+,Smartphone,Voice,Check Balance,2,100,6,1
12426,60+,Smartwatch,Voice,Make Payment,4,54,8,1
12427,45-60,Feature Phone,Touch,Make Payment,0,54,3,0
12428,60+,Smartwatch,Voice,Transfer Money,4,100,3,1
12429,18-30,Smartwatch,Touch,Check Balance,0,99,5,1
12430,18-30,Smartphone,Touch,Transfer Money,3,52,6,1
12431,18-30,Feature Phone,Touch,Transfer Money,1,88,6,1
12432,30-45,Smartphone,Touch,Check Balance,1,58,7,0
12433,30-45,Smartphone,Voice,Check Balance,0,10,7,0
12434,60+,Smartwatch,Voice,Make Payment,2,54,3,0
12435,45-60,Smartwatch,Voice,Check Balance,0,117,5,1
12436,45-60,Smartwatch,Haptic,Make Payment,3,86,1,1
12437,45-60,Smartphone,Haptic,Transfer Money,2,89,1,1
12438,30-45,Smartphone,Touch,Transfer Money,0,7,2,0
12439,18-30,Smartphone,Touch,Make Payment,0,45,2,0
12440,18-30,Smartphone,Touch,Make Payment,4,96,7,1
12441,30-45,Smartphone,Touch,Check Balance,3,32,5,1
12442,45-60,Smartphone,Touch,Make Payment,3,36,3,1
12443,45-60,Smartphone,Haptic,Make Payment,1,43,7,0
12444,60+,Smartphone,Touch,Check Balance,4,92,3,1
12445,60+,Feature Phone,Voice,Transfer Money,2,75,3,1
12446,45-60,Feature Phone,Touch,Make Payment,1,67,4,1
12447,30-45,Feature Phone,Voice,Check Balance,3,23,5,1
12448,45-60,Feature Phone,Voice,Check Balance,0,5,8,0
12449,60+,Smartphone,Voice,Make Payment,4,37,9,1
12450,45-60,Smartphone,Voice,Transfer Money,3,37,5,1
12451,30-45,Smartwatch,Touch,Check Balance,3,15,8,1
12452,18-30,Smartwatch,Touch,Make Payment,4,64,3,1
12453,30-45,Feature Phone,Touch,Transfer Money,3,91,7,1
12454,30-45,Smartwatch,Touch,Make Payment,1,118,3,1
12455,60+,Feature Phone,Touch,Check Balance,4,113,3,1
12456,30-45,Smartphone,Haptic,Check Balance,3,32,4,1
12457,30-45,Smartphone,Voice,Check Balance,3,66,2,1
12458,60+,Smartwatch,Voice,Make Payment,4,51,7,1
12459,60+,Smartphone,Haptic,Check Balance,0,21,6,0
12460,18-30,Smartphone,Haptic,Make Payment,2,78,3,1
12461,45-60,Feature Phone,Touch,Transfer Money,4,76,1,1
12462,30-45,Smartwatch,Touch,Transfer Money,0,13,3,0
12463,60+,Smartphone,Voice,Transfer Money,3,87,4,1
12464,18-30,Smartwatch,Touch,Transfer Money,1,118,1,1
12465,45-60,Smartphone,Voice,Check Balance,3,12,8,1
12466,60+,Feature Phone,Touch,Check Balance,3,63,2,1
12467,45-60,Smartphone,Touch,Make Payment,0,73,3,1
12468,45-60,Smartwatch,Voice,Transfer Money,4,82,5,1
12469,30-45,Smartwatch,Haptic,Transfer Money,2,49,9,0
12470,30-45,Feature Phone,Haptic,Make Payment,2,37,6,0
12471,60+,Smartphone,Touch,Make Payment,4,111,3,1
12472,45-60,Feature Phone,Haptic,Make Payment,4,112,3,1
12473,60+,Smartwatch,Touch,Make Payment,1,42,8,0
12474,60+,Feature Phone,Haptic,Transfer Money,4,67,4,1
12475,45-60,Smartphone,Haptic,Check Balance,1,16,5,0
12476,60+,Smartphone,Voice,Transfer Money,4,71,4,1
12477,45-60,Feature Phone,Haptic,Make Payment,1,108,9,1
12478,45-60,Smartwatch,Touch,Check Balance,4,33,8,1
12479,45-60,Smartwatch,Voice,Transfer Money,4,26,7,1
12480,45-60,Feature Phone,Haptic,Make Payment,2,38,4,0
12481,18-30,Smartphone,Voice,Check Balance,3,74,9,1
12482,45-60,Smartphone,Haptic,Check Balance,3,103,8,1
12483,30-45,Smartphone,Touch,Make Payment,1,43,8,0
12484,30-45,Smartphone,Touch,Check Balance,0,20,2,0
12485,30-45,Smartwatch,Voice,Transfer Money,2,35,5,0
12486,45-60,Smartphone,Haptic,Transfer Money,4,53,6,1
12487,30-45,Feature Phone,Haptic,Transfer Money,2,48,6,0
12488,18-30,Feature Phone,Voice,Check Balance,0,83,9,1
12489,60+,Feature Phone,Voice,Check Balance,2,50,4,0
12490,45-60,Feature Phone,Touch,Make Payment,0,5,7,0
12491,30-45,Smartphone,Voice,Make Payment,0,48,9,0
12492,18-30,Smartwatch,Haptic,Check Balance,0,88,5,1
12493,60+,Smartphone,Voice,Transfer Money,0,91,6,1
12494,18-30,Smartwatch,Touch,Check Balance,0,88,1,1
12495,30-45,Smartphone,Voice,Transfer Money,4,100,7,1
12496,18-30,Smartwatch,Haptic,Make Payment,2,50,5,0
12497,60+,Feature Phone,Voice,Check Balance,3,116,4,1
12498,30-45,Feature Phone,Voice,Check Balance,3,93,3,1
12499,60+,Smartwatch,Voice,Check Balance,4,115,1,1
12500,18-30,Smartwatch,Touch,Transfer Money,1,76,5,1
12501,45-60,Smartwatch,Touch,Make Payment,0,57,3,0
12502,45-60,Feature Phone,Touch,Transfer Money,2,37,8,0
12503,45-60,Feature Phone,Touch,Make Payment,0,49,4,0
12504,45-60,Smartphone,Haptic,Transfer Money,0,68,3,1
12505,60+,Smartwatch,Haptic,Make Payment,3,98,1,1
12506,45-60,Smartwatch,Touch,Transfer Money,0,7,2,0
12507,60+,Smartwatch,Touch,Check Balance,2,28,2,0
12508,30-45,Feature Phone,Touch,Transfer Money,2,80,1,1
12509,45-60,Smartwatch,Voice,Check Balance,3,35,8,1
12510,60+,Smartwatch,Haptic,Check Balance,4,75,5,1
12511,45-60,Feature Phone,Voice,Check Balance,3,44,2,1
12512,45-60,Smartwatch,Touch,Transfer Money,3,85,8,1
12513,45-60,Smartphone,Haptic,Check Balance,0,54,5,0
12514,60+,Feature Phone,Touch,Transfer Money,1,78,5,1
12515,18-30,Feature Phone,Voice,Make Payment,4,19,2,1
12516,45-60,Feature Phone,Haptic,Transfer Money,4,25,8,1
12517,45-60,Smartphone,Voice,Transfer Money,4,25,3,1
12518,30-45,Feature Phone,Haptic,Transfer Money,0,64,4,1
12519,18-30,Feature Phone,Touch,Make Payment,3,97,5,1
12520,60+,Feature Phone,Haptic,Make Payment,0,110,9,1
12521,30-45,Feature Phone,Voice,Make Payment,2,109,2,1
12522,45-60,Smartphone,Voice,Check Balance,1,69,8,1
12523,30-45,Smartwatch,Voice,Transfer Money,1,25,5,0
12524,30-45,Smartwatch,Voice,Transfer Money,0,59,9,0
12525,45-60,Feature Phone,Touch,Check Balance,3,73,9,1
12526,18-30,Smartphone,Voice,Check Balance,4,83,3,1
12527,18-30,Feature Phone,Touch,Transfer Money,2,114,9,1
12528,30-45,Smartwatch,Haptic,Check Balance,2,30,7,0
12529,45-60,Smartwatch,Voice,Check Balance,1,79,9,1
12530,60+,Smartphone,Haptic,Make Payment,3,59,7,1
12531,30-45,Smartwatch,Haptic,Check Balance,4,117,8,1
12532,60+,Feature Phone,Touch,Check Balance,1,89,4,1
12533,30-45,Smartphone,Voice,Transfer Money,3,50,5,1
12534,30-45,Smartwatch,Touch,Check Balance,4,66,6,1
12535,45-60,Feature Phone,Voice,Check Balance,0,74,4,1
